employer_name,employer_phone,employer_email,employer_hq_address,employer_hq_in_dc,employer_home_url,employer_employment_url,employer_notes,employer_box_present,employer_crime_type_asked,employer_years_specified,Accounting,Administrative,Banking,Construction,Business,Creative,Customer Support,Editorial,Education,Engineering,Hospitality,Human Resources,Software,Maintenance,Legal,Logistics,Manufacturing,Marketing,Medical,Other,Project,Government,Non-profit,Sales,Security,position_title,position_phone,position_location,job_posted,collateral_sanction_applies,which_collateral_sanction
Architect of the Capitol,,,,,,,,,,,,,,y,,,,,y,,,,,y,,,,,,,,,,,,Architect of the Capitol,,"Washington DC, District Of Columbia",http://my.jobs/2BE1AC082A5E490E98FB60DB5C51FF29,,
Federal Aviation Administration,,,,,,,,,,,,,,,y,,,,y,y,,,y,,,y,y,,,,,,,,y,Federal Aviation Administration,,"Washington DC, District Of Columbia",http://my.jobs/BDE5C74D7CE44511A89DC177FC2A1E5D,,
Georgetown University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown University,,"Washington, District Of Columbia",http://my.jobs/5D7C2C7748A5405587640DAAF9F1168C,,
Alion Science and Technology,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,,y,,,y,Alion Science and Technology,,"Washington, District Of Columbia",http://my.jobs/28DD7D75FD8B40B598BBBAD4019F8250,,
Library of Congress,,,,,,,,,,,y,,,,,,,,,,,,,,y,,,,y,,,,,,y,Library of Congress,,"Washington DC, District Of Columbia",http://my.jobs/479ABCCDBFFC4EC89C0222130485C726,,
DHS Headquarters,,,,,,,,,,,,,,y,,,,,,,,,,,y,,,,,,,,,,y,DHS Headquarters,,"Washington DC, District Of Columbia",http://my.jobs/CAF76427AF464C6D8DCD9E0921607E66,,
BAE Systems,,,,,,,,,,,,,,,,,y,,y,,,,y,,,,y,,,,,y,,,y,BAE Systems,,"Washington, District Of Columbia",http://my.jobs/245A84ADDD364EC1A52A95D96BD412E4,,
BAE Systems,,,,,,,,,,,,,,,y,,,,y,,,,y,,,,y,,,,,,,,,BAE Systems,,"Washington, District Of Columbia",http://my.jobs/A4795B6779B84242B834EFCA909B61E6,,
Employee Benefits Security Administration,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,y,Employee Benefits Security Administration,,"Washington DC, District Of Columbia",http://my.jobs/A517C3FF57494D5D85BBE72E4B4206BF,,
Administrative Office of the U.S. Courts,,,,,,,,,,,y,y,,,y,,,,y,,,y,y,,y,,,y,,,y,y,,,y,Administrative Office of the U.S. Courts,,"Washington DC, District Of Columbia",http://my.jobs/ACE5353B241142BF93DB0075BE8523A1,,
Office of the Chief Financial Officer,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,y,Office of the Chief Financial Officer,,"Washington DC, District Of Columbia",http://my.jobs/ABB06D91577146FAAEB2A42C0C984A44,,
Office of the Comptroller of the Currency,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,y,Office of the Comptroller of the Currency,,"Washington DC, District Of Columbia",http://my.jobs/58E23D017E254DBC819B671EDCF34AFC,,
National Oceanic and Atmospheric Administration,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,y,National Oceanic and Atmospheric Administration,,"Washington DC, District Of Columbia",http://my.jobs/78C6EB7F898644939B97B3FA17CB63DD,,
Administrative Office of the U.S. Courts,,,,,,,,,,,,y,,,y,,,,y,,,y,y,,y,,,,,,,y,,,y,Administrative Office of the U.S. Courts,,"Washington DC, District Of Columbia",http://my.jobs/2217146F61E14A13A335D6E71C3AA75A,,
Environmental Protection Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,Environmental Protection Agency,,"District of Columbia, District Of Columbia",http://my.jobs/57A57048004D4F63A98A1BDF57CE6BD6,,
Pension Benefit Guaranty Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,y,Pension Benefit Guaranty Corporation,,"Washington DC, District Of Columbia",http://my.jobs/6F769B647CCF4A16B9EB828007F3F45F,,
National Oceanic and Atmospheric Administration,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,,,,,,,,y,National Oceanic and Atmospheric Administration,,"Washington DC, District Of Columbia",http://my.jobs/498D7D13A42A42B99347650BD4E25708,,
Medstar Health,,,,,,,,,,,y,,,,,,,,y,,,,,,,,,,y,,,,,,,Medstar Health,,"Washington, District Of Columbia",http://my.jobs/765F4595843A44C48514C0E80C1C64D1,,
Domestic Nuclear Detection Office,,,,,,,,,,,,,,y,,,,,,,,,,,,,y,,,,,,,,y,Domestic Nuclear Detection Office,,"Washington DC, District Of Columbia",http://my.jobs/4286D7C0ACA24412A07991E267577C69,,
Environmental Protection Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,Environmental Protection Agency,,"Washington DC, District Of Columbia",http://my.jobs/6DD77D30EBA14130A9D9BC95BFCC52F8,,
Capitol Office Solutions,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,y,,,,,,y,,Capitol Office Solutions,,"Washington, District Of Columbia",http://my.jobs/F2AA69D79EDB4A4F9C1B6A510B416C2D,,
Commission on Civil Rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,Commission on Civil Rights,,"Washington DC, District Of Columbia",http://my.jobs/CB819B15A5B1449C9B8C5D37E9A6B345,,
Federal Election Commision,,,,,,,,,,,y,,,,,,,,,,,,,,y,,,,,,,y,,,,Federal Election Commision,,"Washington DC, District Of Columbia",http://my.jobs/1424A61920FE467A82074DB1BDCA34EF,,
"U.S. Army Corps of Engineers - USACE, BALTIMORE, W",,,,,,,,,,,y,,,,y,,,,,y,,,,,,,,,,,,,,,y,"U.S. Army Corps of Engineers - USACE, BALTIMORE, W",,"Washington DC, District Of Columbia",http://my.jobs/FE5850F8E4A64398B9A9DC4475D6F8CF,,
Pension Benefit Guaranty Corporation,,,,,,,,,,,y,,,,y,,,,y,,,,y,,,,,y,,,,,,,y,Pension Benefit Guaranty Corporation,,"Washington DC, District Of Columbia",http://my.jobs/DA1CC86AC4E94B8B8CCFCCFFF6B37991,,
Adecco,,,,,,,,,,,y,,,,y,,,,,,,,y,y,,,,,y,,,,,,y,Adecco,,"Washington, District Of Columbia",http://my.jobs/BE26B1B743D24948BF2346B01622C5AE,,
Alion Science and Technology,,,,,,,,,,,,,,y,,,,,y,y,,,y,y,,,y,,,,,,,,y,Alion Science and Technology,,"Washington, District Of Columbia",http://my.jobs/3943778518DB4C24982AD65273227D0A,,
Georgetown University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown University,,"Washington, District Of Columbia",http://my.jobs/D20106AA4BE642BAAC118A13D47FE43A,,
Office of the Secretary of Health and Human Servic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,Office of the Secretary of Health and Human Servic,,"Washington DC, District Of Columbia",http://my.jobs/99B080DD4A324FB6B05BC7A303A3ED98,,
Office of Federal Contract Compliance Programs,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,,,,,,,,y,Office of Federal Contract Compliance Programs,,"District of Columbia, District Of Columbia",http://my.jobs/B8981EF492364222962D57614A8CC503,,
Friendship Public Charter School,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Friendship Public Charter School,,"Washington, District Of Columbia",http://my.jobs/D2BC830FE7514C649F30D154D8CF1670,,
Pension Benefit Guaranty Corporation,,,,,,,,,,,y,,,,y,,,,y,,,,y,,,,,y,,,,,,,y,Pension Benefit Guaranty Corporation,,"District of Columbia, District Of Columbia",http://my.jobs/E613C5D57ED44E128FD8084FB2F27B4E,,
Immigration and Customs Enforcement,,,,,,,,,,,,,,y,,,,,,,,,,,,,y,,y,,,,,,y,Immigration and Customs Enforcement,,"Washington DC, District Of Columbia",http://my.jobs/12832A62068F4106B28EF9940DD80382,,
National Defense University,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,y,National Defense University,,"Washington DC, District Of Columbia",http://my.jobs/82150400351341589E1AABA8E453B0FC,,
Alion Science and Technology,,,,,,,,,,,,,,y,,,,,y,y,,,y,,,,,,,,,,,,y,Alion Science and Technology,,"Washington, District Of Columbia",http://my.jobs/48982A5C60394CD1BA327D0B6DD38843,,
Georgetown University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown University,,"Washington, District Of Columbia",http://my.jobs/822C8D9B5A174A91B83919E20D871D54,,
National Capital Planning Commission,,,,,,,,,,,y,,,,,,,,,,,,y,,,y,,,y,,,y,,,y,National Capital Planning Commission,,"Washington DC, District Of Columbia",http://my.jobs/D70FA2315A7C4F8C883FBFC62182BA0B,,
Medstar Health,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,Medstar Health,,"Washington, District Of Columbia",http://my.jobs/6552D895511C4C62BE4C40955D22AF51,,
Immigration and Customs Enforcement,,,,,,,background check,,,,,,,y,,,,,,,,,,,,y,y,,y,,,y,,,y,Immigration and Customs Enforcement,,"Washington DC, District Of Columbia",http://my.jobs/6223A8CF5EE347ACA9245DDD894033D0,,
Immigration and Customs Enforcement,,,,,,,background check,,,,y,,,y,,,,,,,,,,,,y,y,,y,,y,y,,,y,Immigration and Customs Enforcement,,"Washington DC, District Of Columbia",http://my.jobs/46FA30319BE54059A2C055FC630EA848,,
Office of Federal Contract Compliance Programs,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,,,,,,,,y,Office of Federal Contract Compliance Programs,,"Washington DC, District Of Columbia",http://my.jobs/B54E523C458E4A5A80BF3A43E0FAC480,,
National Defense University,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,y,National Defense University,,"Fort McNair, District Of Columbia",http://my.jobs/8AE7C1C8E8284FF4A36555F39AE0605D,,
Alion Science and Technology,,,,,,,,,,,,,,y,,,,,,y,,,,,,,y,,,,,,,,y,Alion Science and Technology,,"Washington, District Of Columbia",http://my.jobs/178DA2ECF1B54F60A0F419FAF7612EA3,,
Office of the U.S. Trade Representative,,,,,,,,,,,,y,,,y,,,,,,,,y,,,,,,,,,,,,y,Office of the U.S. Trade Representative,,"Washington DC, District Of Columbia",http://my.jobs/8099607D1EB04C07A02EE1E22B1616EF,,
Office of the U.S. Trade Representative,,,,,,,,,,,,y,,,y,,,,,,,,y,,,,,,,,,,,,y,Office of the U.S. Trade Representative,,"District of Columbia, District Of Columbia",http://my.jobs/6D63A2427E594E14BF464832767BC116,,
Office of Justice Programs - Office of Sex Offende,,,,,,,,,,,,,,y,,,,,y,,,,,,,,,,,,,y,,,,Office of Justice Programs - Office of Sex Offende,,"Washington DC, District Of Columbia",http://my.jobs/CA680073DAB544418B970951F1B0BB09,,
Office of Governmentwide Policy,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,,,y,Office of Governmentwide Policy,,"Washington DC, District Of Columbia",http://my.jobs/FE32C415BA684FA180491147E3E8C02F,,
Chemical Safety and Hazard Investigation Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,Chemical Safety and Hazard Investigation Board,,"Washington DC, District Of Columbia",http://my.jobs/B0CA26F42E0E457DA5CD67D629A732E9,,
Booz Allen Hamilton,,,,,,,,,,,,y,,,y,,,,,y,,,y,,,,,,,,,,,y,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/7CF40E7D6F374A5C91FA4DC881FD3354,,
NPR,,,,,,,,,,,,,,y,,,,,,y,,,,y,,,y,,y,,,,,y,,NPR,,"Washington, District Of Columbia",http://my.jobs/51AB5AF9378C4025B3F7601DBE9FF1F1,,
Federal Acquisition Service,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,Federal Acquisition Service,,"Washington DC, District Of Columbia",http://my.jobs/3A9C5D949B984F79BD58221B2851422B,,
Federal Motor Carrier Safety Administration,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,,,,,,y,Federal Motor Carrier Safety Administration,,"Washington DC, District Of Columbia",http://my.jobs/308B49A6996441D099551397A1C40B13,,
Providence Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Providence Hospital,,"Washington, District Of Columbia",http://my.jobs/E22C20811375490A93BB6862FA1553DC,,
"Offices, Boards and Divisions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,"Offices, Boards and Divisions",,"Washington DC, District Of Columbia",http://my.jobs/E7BF034545FD44A1A83FF142ADC129DD,,
SOS Staffing Services,,,,,,,background check,,,,,,,,y,,y,,y,y,,,y,,,,,,y,,y,y,,,,SOS Staffing Services,,"Washington D.C., District Of Columbia",http://my.jobs/36289AB1CAB0443EBA473CA2C2A9B901,,
Providence Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Providence Hospital,,"Washington, District Of Columbia",http://my.jobs/CE53A7E311EA4B92854C82CD99362058,,
Department of State - Agency Wide,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,,,y,Department of State - Agency Wide,,"Washington DC, District Of Columbia",http://my.jobs/94B09643BC194E8FA76B48EDD6726CC6,,
SOS Staffing Services,,,,,,,,,,,,,,,y,,y,,y,y,,,y,,,,,,,,y,y,,,,SOS Staffing Services,,"Washington D.C., District Of Columbia",http://my.jobs/875299586D0E43159BA4A33F219BE15B,,
SOS Staffing Services,,,,,,,,,,,,,,,y,,,,,y,,,y,,,,,,,,,y,,,,SOS Staffing Services,,"Washington D.C., District Of Columbia",http://my.jobs/1C672D8357F94E578E06CDD14585853B,,
Engility,,,,,,,,,,,,,,y,y,,,,,,,,,,,,y,,,,,y,,,y,Engility,,"Washington, District Of Columbia",http://my.jobs/3380BD4449AA4DB2A959297DCDDEFEDB,,
"Offices, Boards and Divisions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,"Offices, Boards and Divisions",,"District of Columbia, District Of Columbia",http://my.jobs/F73AC41E2AF94007803D1B08EE52CA65,,
Providence Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Providence Hospital,,"Washington, District Of Columbia",http://my.jobs/F1D2D9E7E34E43568568710E8630BC9F,,
Engility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engility,,"Washington, District Of Columbia",http://my.jobs/407307BB343C4432AA5141EAFD221307,,
"C2 Portfolio Essentials, Inc.",,,,,,,,,,,,y,,,,,,,y,y,,,y,,,y,,,,,,,,,y,"C2 Portfolio Essentials, Inc.",,District Of Columbia,http://my.jobs/9545891DF10547C3BC90C7556BA03075,,
Office of Research and Evaluation,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,y,Office of Research and Evaluation,,"Washington DC, District Of Columbia",http://my.jobs/DCE1426E45464AB5B49CF0C43FF63FC4,,
Engility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,Engility,,"Washington, District Of Columbia",http://my.jobs/7197FDFE4FE04CCEBEEF71EA70EB0D40,,
Architect of the Capitol,,,,,,,,,,,,,,y,,,,,y,,,,,y,,,,,,,,,,,,Architect of the Capitol,,"Washington DC, District Of Columbia",http://my.jobs/5CB96B82049C4A5A860BCFF6A45FBBAC,,
Engility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engility,,"Washington, District Of Columbia",http://my.jobs/93387572FFB34C6ABD6FE7933AB281E7,,
Engility,,,,,,,,,,,,y,,,,,,,,,,,,y,,,y,,,,,y,,,,Engility,,"Washington, District Of Columbia",http://my.jobs/90481C4E96164565BA55B519C2FFE42B,,
Georgetown University,,,,,,,,,,,,y,,,y,,,,y,,,,,,,,y,,y,,,,,,,Georgetown University,,"Washington, District Of Columbia",http://my.jobs/B23028585905471D9B6D809DAEEA627C,,
Architect of the Capitol,,,,,,,,,,,,,,y,,,,,y,,,,,y,,,,,,,,,,,,Architect of the Capitol,,"Washington DC, District Of Columbia",http://my.jobs/F5C3EBEC12E148A396C47A80A06464FE,,
Architect of the Capitol,,,,,,,,,,,,,,y,,,,,y,,,,,y,,,,,,,,,,,,Architect of the Capitol,,"Washington DC, District Of Columbia",http://my.jobs/2FA8B8BBECC944148A2CE7D63A4EA2CD,,
Engility,,,,,,,,,,,y,,,,,,,,,,,,,y,,y,y,,,,,y,,,y,Engility,,"Washington, District Of Columbia",http://my.jobs/C680CE8EDCDC4E039A510D26B023C239,,
Engility,,,,,,,,,,,,y,,,y,,,,,y,,,,,,,y,,,,,,,,,Engility,,"Washington, District Of Columbia",http://my.jobs/1AA3AFB088B048DFA2B1F787C13E68EC,,
Engility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,y,,,y,Engility,,"Washington, District Of Columbia",http://my.jobs/D68721DBA68A4236B6086529EE860EA2,,
Georgetown University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown University,,"Washington, District Of Columbia",http://my.jobs/4A512713EC7944C68532BECF13BED22C,,
Engility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,Engility,,"Washington, District Of Columbia",http://my.jobs/903EBD1998BC4C448540CFBE7DCCC3FA,,
Engility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engility,,"Washington, District Of Columbia",http://my.jobs/3DAEC67F65254E4C8F7C1163F358EC50,,
Architect of the Capitol,,,,,,,,,,,,,,y,,,,,y,,,,,y,,,,,,,,,,,,Architect of the Capitol,,"Washington DC, District Of Columbia",http://my.jobs/E350702C43874A6098B6C9A5D4498553,,
Congressional Budget Office,,,,,,,,,,,,,,,,,,,y,,,,,,,y,,,y,,,,,,,Congressional Budget Office,,"Washington DC, District Of Columbia",http://my.jobs/418BFD05A6194E44A033608370A6FDEA,,
Office of the Inspector General for Tax Administra,,,,,,,background check,,,,,,,,,,,,y,,,,,,,,y,,,,,y,,,y,Office of the Inspector General for Tax Administra,,"Washington DC, District Of Columbia",http://my.jobs/F5BB4B9C7C3742C1A49B10367BC2A0B8,,
Architect of the Capitol,,,,,,,,,,,,,,y,,,,,y,y,,,,y,,,,,,,,,,,,Architect of the Capitol,,"Washington DC, District Of Columbia",http://my.jobs/9DBC8431ADFA402CA5F48BE7CE0A5D35,,
Georgetown University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Georgetown University,,"Washington, District Of Columbia",http://my.jobs/20E1AC0A415F450595F2451A52E56636,,
Georgetown University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Georgetown University,,"Washington, District Of Columbia",http://my.jobs/E9022A0834084B27900A5CE0B7EF5AE2,,
Novus Origo,,,,,,,,,,,,,,,y,,,,y,,,,y,,,,,,,,,,,,,Novus Origo,,"Washington, District Of Columbia",http://my.jobs/BB3635C1E17D44628CC0B09DC6593F92,,
Allstate,,,,,,,,,,,y,,,,y,,,,,,,,y,,,,,y,y,,,,,y,,Allstate,,"Washington, District Of Columbia",http://my.jobs/2CCC6711C5FB4719B68CB697C0DE2BA3,,
U.S. Postal Service,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,y,U.S. Postal Service,,"Washington DC, District Of Columbia",http://my.jobs/48C8E76B63B04F99ADC98462AADA2E02,,
Novus Origo,,,,,,,,,,,,,,y,y,,,,y,y,,,y,,,,,,,,y,,,,,Novus Origo,,"Washington, District Of Columbia",http://my.jobs/F3D92E8C2DF4463588208F454E1166D9,,
Office of Management and Budget,,,,,,,,,,,y,,,,y,,,,,,,,,,,y,,,,,,,,,y,Office of Management and Budget,,"Washington DC, District Of Columbia",http://my.jobs/9AA117C6D0BB4C2D878CA3FC5215F642,,
National Park Service - RSS-CUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,National Park Service - RSS-CUE,,"Washington DC, District Of Columbia",http://my.jobs/651479587758478688E2DB92558E1673,,
The Urban Institute,,,,,,,,,,,y,,,,,,,,y,,,,,,,,,,y,,,,,,,The Urban Institute,,"Washington, District Of Columbia",http://my.jobs/061DF0417E2E4FF298E426A712C3DBEC,,
"Offices, Boards and Divisions - Federal Programs",,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,y,,,y,"Offices, Boards and Divisions - Federal Programs",,"Washington DC, District Of Columbia",http://my.jobs/C3237B272C88417A9107695AEA0EE59A,,
TechOpps Inc.,,,,,,,,,,,,y,,y,,,,,y,,,,y,y,,,y,,,,,y,,,y,TechOpps Inc.,,"Washington, District Of Columbia",http://my.jobs/37C2AF4FE8DB4A38A103E9277757996D,,
Georgetown University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown University,,"Washington, District Of Columbia",http://my.jobs/1C104EE627454E5B95723AF1C32D0A25,,
Novus Origo,,,,,,,,,,,,,,y,y,,,,y,y,,,y,,,,,,,,,,,,,Novus Origo,,"Washington, District Of Columbia",http://my.jobs/A8E4DECA08E7472F86686EA72967FBF7,,
Chef Geoff's,,,,,,,,,,,,,,,,,,,y,,y,,,,,,,,,,,,,y,,Chef Geoff's,,"Washington, District Of Columbia",http://my.jobs/6D2392C236B24926A10540985975B05F,,
Towers Watson,,,,,,,,,,,,,,,y,,,,y,,,,y,,y,,,,y,,y,,,,,Towers Watson,,"Washington, District Of Columbia",http://my.jobs/61A406504B654B8B956D0C2F4C3590DB,,
African Development Foundation,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,,,,y,,,,y,African Development Foundation,,"Washington DC, District Of Columbia",http://my.jobs/EFE6FB8F1DCD41C2BAA5DD21F8FFF6FF,,
African Development Foundation,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,,,,y,,,,y,African Development Foundation,,"District of Columbia, District Of Columbia",http://my.jobs/9C00D0DDF7424307BAA38CA3F698D7F4,,
Alion Science and Technology,,,,,,,,,,,,,,y,,,,,y,y,,,,,,,y,,,,,y,,,,Alion Science and Technology,,"Washington, District Of Columbia",http://my.jobs/9520E540302C44E19371930D1A4D5323,,
Office of the Solicitor,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,Office of the Solicitor,,"Washington DC, District Of Columbia",http://my.jobs/1A7DFF511A334F61AE4E52078D1278DF,,
"Justice, Office of the Inspector General",,,,,,,,,,,,,,,,,,,y,,,,,,y,,y,,,,,y,,,y,"Justice, Office of the Inspector General",,"Washington DC, District Of Columbia",http://my.jobs/DCCA62EF571940E5BD580B42F8DF29F9,,
"Headquarters, NASA",,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,y,,,,"Headquarters, NASA",,"Washington DC, District Of Columbia",http://my.jobs/215D4381A268438CBA2F7B5560D0051A,,
Office of Elementary and Secondary Education,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,y,Office of Elementary and Secondary Education,,"Washington DC, District Of Columbia",http://my.jobs/B7B0A50AD6624FBCABA89AD52566613B,,
Federal Reserve System--Board Of Governors,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,y,,,y,Federal Reserve System--Board Of Governors,,"Washington DC, District Of Columbia",http://my.jobs/C705B5BC07594B92A99B7300DEC94E88,,
Office of the Secretary of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,y,y,,,,,,y,,,y,Office of the Secretary of Transportation,,"Washington DC, District Of Columbia",http://my.jobs/8858E2A9164E466E8A67EEE65DF7EC64,,
Office of the Assistant Secretary for Public and I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,Office of the Assistant Secretary for Public and I,,"Washington DC, District Of Columbia",http://my.jobs/73FFC8B38B8E48F29E6ACE9633755F3D,,
Federal Communications Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,Federal Communications Commission,,"Washington DC, District Of Columbia",http://my.jobs/82C40E690B6B46D9BCA11C57B33CFEFD,,
Federal Reserve System--Board Of Governors,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,y,,,y,Federal Reserve System--Board Of Governors,,"Washington DC, District Of Columbia",http://my.jobs/537C233F8CC74AACBB0857F50FFD6B55,,
Department of State - Agency Wide,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,Department of State - Agency Wide,,"Washington DC, District Of Columbia",http://my.jobs/9E20918653BA42789BDF17D184AC5276,,
National Nuclear Security Administration,,,,,,,,,,,,,,,,,,,,y,,,,,,,y,,,,,,,,y,National Nuclear Security Administration,,"Washington DC, District Of Columbia",http://my.jobs/D29980AFE40849FB85B11C323CB847C9,,
Environmental Protection Agency,,,,,,,,,,,y,,,,,,,,,,,,,,y,,,,,,,,,,y,Environmental Protection Agency,,"Washington DC, District Of Columbia",http://my.jobs/BEB32538B6AE4E7B9F78FFA930B4F1E7,,
Environmental Protection Agency,,,,,,,,,,,y,,,,,,,,,,,,,,y,,,,,,,,,,y,Environmental Protection Agency,,"District of Columbia, District Of Columbia",http://my.jobs/342ED873F6AD4872BDDAA1B1D2840945,,
Office of the Secretary of Health and Human Services,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,,y,,,,y,Office of the Secretary of Health and Human Services,,"Washington DC, District Of Columbia",http://my.jobs/EA0D7E8DD9324B309F24CF517FFED6E9,,
Office of the Secretary of Health and Human Services,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,y,,,,,,y,Office of the Secretary of Health and Human Services,,"Washington DC, District Of Columbia",http://my.jobs/03E5D333917F47FEA3CDD122BB84AE4A,,
The Urban Institute,,,,,,,background check,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,The Urban Institute,,"Washington, District Of Columbia",http://my.jobs/2D52A0E4D71C48799DBB230FB1B1E7B4,,
Office of the Secretary of Health and Human Services,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,,y,,,,y,Office of the Secretary of Health and Human Services,,"Washington DC, District Of Columbia",http://my.jobs/6827B4DA259E46A888A421D4BB2FF3B1,,
Georgetown University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown University,,"Washington, District Of Columbia",http://my.jobs/5091EAE685AB41F9B5AA2D3E0306A260,,
Institute of Museum and Library Services,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,y,Institute of Museum and Library Services,,"District of Columbia, District Of Columbia",http://my.jobs/7ECA5F145B0340E8A56823F83FCA8A27,,
Economics and Statistics Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,y,,,y,Economics and Statistics Administration,,"Washington DC, District Of Columbia",http://my.jobs/FEA9C62027D24278976649DF2FCBED3A,,
